"course","section","required","title","author","edition","isbn"
"RELS 2325","01","REQUIRED","WILDERNESS IN THE BIBLE","LEAL, ROBERT","0","9780820471389"

"RELS 2342","01","REQUIRED","AMERICAN RELIGION","CHAVES","11","9780691146850"

"RELS 2342","01","REQUIRED","DIXIE DHARMA","WILSON","12","9780807835456"

"RELS 2342","01","REQUIRED","LIVING FAITH","SULLIVAN","12","9780226781617"

"RELS 2342","02","REQUIRED","DEMONS: A CHRISTIAN PRIMER","PATELLA, MICHA","0","9780814632772"

"RELS 2342","02","REQUIRED","CATHOLIC STUDY BIBLE-REVISED EDITION","BIBLE","2ND 11","9780195297768"

"RELS 2342","02","REQUIRED","EPIC OF GILAMESH:NEW TRANSLATION","GEORGE","99","9780140449198"

"RELS 2342","03","REQUIRED","BIG BOOK OF CHRISTIAN MYSTICISM","MCCOLMAN","10","9781571746245"

"RELS 2342","03","REQUIRED","ESSENTIAL WRITING CHRISTIAN MYSTICISM","MCGINN","06","9780812974218"

"RELS 2342","03","REQUIRED","NAKED NOW:LEARNING TO SEE AS MYSTICS...","ROHR","09","9780824525439"

"RELS 2342","04","REQUIRED","JEWISH FEMINISM (456130)","EPSTEIN","0","000000000000"

"RELS 2342","04","REQUIRED","NEW JEWISH FEMINISM","GOLDSTEIN","11","9781580233590"

"RELS 2342","04","REQUIRED","TORAH: A WOMEN'S COMMENTARY","ESHKENAZI, WEI","0","9780807410813"

"RELS 3302","01","REQUIRED","BHAGAVAD-GITA (RACKSIZE)","MILLER","86","9780553213652"

"RELS 3302","01","REQUIRED","RIVER SUTRA","MEHTA","93","9780679752479"

"RELS 3302","01","REQUIRED","SPEAKING OF SIVA","RAMANUJIAN","73","9780140442700"

"RELS 3302","01","REQUIRED","UPANISADS (2835769)","OLIVELLE","96","9780192835765"

"RELS 3302","01","REQUIRED","UPANISADS (954025X)","OLIVELLE","96","9780199540259"

"RELS 3302","01","REQUIRED","ZEN IN THE ART OF ARCHERY","HERRIGEL","53","9780375705090"

"RELS 3333","01","REQUIRED","HISTORY OF CHRISTIAN THOUGHT,V.1","GONZALEZ","REV 87","9780687171828"

"RELS 3333","01","REQUIRED","STORY OF CHRISTIANITY,V.1","GONZALEZ","10","9780061855887"

"RELS 3399","01","REQUIRED","LAMENTATIONS THROUGH THE CENTURIES","JOYCE, PAUL","1","9780631219781"

"RELS 3399","01","REQUIRED","TRUTH+LAMENTATION","TEICHMAN","94","9780252063350"

"RELS 3399","02","REQUIRED","BIG BOOK OF CHRISTIAN MYSTICISM","MCCOLMAN","10","9781571746245"

"RELS 3399","02","REQUIRED","ESSENTIAL WRITING CHRISTIAN MYSTICISM","MCGINN","06","9780812974218"

"RELS 3399","02","REQUIRED","NAKED NOW:LEARNING TO SEE AS MYSTICS...","ROHR","09","9780824525439"

"RELS 4049","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"RELS 4350","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SCIE 2320","01","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","02","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","03","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","04","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","05","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","06","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","07","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","08","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","09","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 2320","10","REQUIRED","SCIENCES:INTEGRATED APPROACH","TREFIL","7TH 13","9781118185261"

"SCIE 4345","01","REQUIRED","STRUCTURE OF SCIENTIFIC REVOLUTIONS","KUHN","3RD 96","9780226458083"

"SCIE 4345","01","REQUIRED","WORLDVIEWS:INTRO.TO HISTORY...","DEWITT","2ND 11","9781405195638"

"SCIE 4345","02","REQUIRED","STRUCTURE OF SCIENTIFIC REVOLUTIONS","KUHN","3RD 96","9780226458083"

"SCIE 4345","02","REQUIRED","WORLDVIEWS:INTRO.TO HISTORY...","DEWITT","2ND 11","9781405195638"

"SOCI 1301","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCI 1301","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCI 2318","01","REQUIRED","SOCIAL WELFARE","STERN","8TH 12","9780205001910"

"SOCI 2325","01","REQUIRED","ESSENTIALS OF SOCIAL WELFARE","DINITTO","12","9780205011612"

"SOCI 2329","01","REQUIRED","SOCIAL STAT.F/DIVERSE SOCIETY","FRANKFORT-NACH","6TH 10","9781412992534"

"SOCI 2329","01","RECOMMENDED","STATISTICS FOR THE TERRIFIED","KRANZLER","5TH 11","9780205004065"

"SOCI 2329","02","REQUIRED","SOCIAL STAT.F/DIVERSE SOCIETY","FRANKFORT-NACH","6TH 10","9781412992534"

"SOCI 2329","02","RECOMMENDED","STATISTICS FOR THE TERRIFIED","KRANZLER","5TH 11","9780205004065"

"SOCI 2345","01","REQUIRED","CONTEMPORARY SOCIOL.THEORY+ITS CLASS...","RITZER","4TH 13","9780078026782"

"SOCI 2345","01","REQUIRED","READINGS IN SOCIAL THEORY","FARGANIS","7TH 14","9780078026843"

"SOCI 2349","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCI 3327","01","REQUIRED","SHIFTING THE CENTER","FERGUSON","4TH 10","9780073404233"

"SOCI 3330","01","REQUIRED","BASICS OF SOCIAL RESEARCH/ACCESS CODE","BABBIE, EARL","6","9781133548287"

"SOCI 4343","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCI 4343","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCW 1301","01","REQUIRED","SOCIAL WORK:EMPOWERING PROFESSION","DUBOIS","8TH 14","9780205848942"

"SOCW 2318","01","REQUIRED","SOCIAL WELFARE","STERN","8TH 12","9780205001910"

"SOCW 2325","01","REQUIRED","ESSENTIALS OF SOCIAL WELFARE","DINITTO","12","9780205011612"

"SOCW 2326","01","REQUIRED","DRUGS,SOCIETY,+HUMAN BEHAVIOR","HART","15TH 13","9780073529745"

"SOCW 2340","01","REQUIRED","INTERVENTION,TREATMENT+RECOVERY","PHELPS","13","9781465213860"

"SOCW 3327","01","REQUIRED","SHIFTING THE CENTER","FERGUSON","4TH 10","9780073404233"

"SOCW 3330","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCW 3331","01","REQUIRED","DIMENSIONS OF HUM.BEH.:CHANGING...","HUTCHISON","4TH 11","9781412976411"

"SOCW 3341","01","REQUIRED","HUMAN BEHAVIOR+LARGER SOC.ENVIRONMENT","JOHNSON","2ND 10","9780205763665"

"SOCW 3347","01","REQUIRED","ESSENTIAL SKILLS OF SOCIAL WORK PRACT.","OHARE","09","9781933478500"

"SOCW 3348","01","REQUIRED","GROUPS:PROCESS+PRACTICE","COREY","9TH 14","9781133945468"

"SOCW 4343","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCW 4343","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCW 4344","01","REQUIRED","PROMOTING COMMUNITY CHANGE","HOMAN","5","9780840013958"

"SOCW 4349","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SOCW 4650","01","REQUIRED","BREAKING OUT OF THE BOX","WARD","2ND 10","9781933478838"

"SPAN 1311","01","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1311","02","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1311","03","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1311","04","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1311","05","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1311","06","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1311","07","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1311","08","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1312","01","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1312","02","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1312","03","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1312","04","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1312","05","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1312","06","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1312","07","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 1312","08","REQUIRED","PUNTOS CUSTOM LOOSELEAF","DORWICK","0","9780077740931"

"SPAN 2311","01","REQUIRED","PUNTOS CUSTOM FOR 2311","DORWICK","0","9780077741761"

"SPAN 2311","02","REQUIRED","PUNTOS CUSTOM FOR 2311","DORWICK","0","9780077741761"

"SPAN 2312","01","REQUIRED","ENLACES -W/ACCESS","BLANCO","13","9781618571526"

"SPAN 2325","01","OPTIONAL","LECTURAS PERIODISTICAS","AZEVEDO","5TH 96","9780669354942"

"SPAN 2326","01","REQUIRED","REVISTA -TEXT ONLY","BLANCO","4TH 14","9781618570765"

"SPAN 3330","01","REQUIRED","TALLER DE ESCRITORES-W/SUPERSITE ACCESS","BLEICHMAR","12","9781617671081"

"SPAN 3340","01","REQUIRED","VOCES DE ESPANA","PAREDES MENDEZ","2ND 14","9781285053837"

"SPED 2324","01","REQUIRED","INTRO.TO SPECIAL EDUCATION","SMITH","7TH 10","9780205600564"

"SPED 2324","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SPED 3340","01","REQUIRED","STRAT.F/TEACH.LEARNERS W/SPECIAL NEEDS","POLLOWAY","10TH 13","9780132626156"

"SPED 3344","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SPED 3345","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"SPED 3352","01","REQUIRED","EDUCATING STUDENTS WITH AUTISM","WEBBER","08","9781416402558"

"SPED 4648","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 1330","01","REQUIRED","BACKSTAGE HANDBOOK","CARTER","(3RD)94","9780911747393"

"THAR 1330","01","REQUIRED","THAR 1330 COURSEPACK","EADER","F12","000000000000"

"THAR 1330","02","REQUIRED","BACKSTAGE HANDBOOK","CARTER","(3RD)94","9780911747393"

"THAR 1330","02","REQUIRED","THAR 1330 COURSEPACK","EADER","F12","000000000000"

"THAR 1331","01","REQUIRED","BASIC SEWING FOR COSTUME CONSTRUCTION","CUNNINGHAM","2ND 12","9781577667551"

"THAR 1331","01","REQUIRED","STAGE MAKEUP","CORSON","10TH 10","9780205644544"

"THAR 1331","02","REQUIRED","BASIC SEWING FOR COSTUME CONSTRUCTION","CUNNINGHAM","2ND 12","9781577667551"

"THAR 1331","02","REQUIRED","STAGE MAKEUP","CORSON","10TH 10","9780205644544"

"THAR 1351","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 1351","02","REQUIRED","GREAT ACTING TEACHERS+THEIR METHODS","BRESTOFF","95","9781575250120"

"THAR 2128","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 2130","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 2310","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 2329","01","REQUIRED","NEW EARTH","TOLLE","08","9780452289963"

"THAR 2336","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 2336","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 2347","01","REQUIRED","ALL MY SONS","MILLER","00","9780141185460"

"THAR 2347","01","REQUIRED","ANTHOLOGY OF LIVING THEATER","WILSON","3RD 08","9780073514130"

"THAR 2347","01","REQUIRED","BACKWARDS+FORWARDS","BALL","83","9780809311101"

"THAR 2347","01","REQUIRED","HAIRY APE","ONEILL","07","9781406532074"

"THAR 2347","01","REQUIRED","ROSENCRANTZ+GUILDENSTERN ARE DEAD","STOPPARD","67","9780802132758"

"THAR 2347","01","REQUIRED","STUDENT GUIDE TO PLAY ANALYSIS","RUSH","05","9780809326099"

"THAR 2347","02","REQUIRED","BACKWARDS+FORWARDS","BALL","83","9780809311101"

"THAR 2347","02","REQUIRED","CLEAN HOUSE+OTHER PLAYS","RUHL","06","9781559362665"

"THAR 2347","02","REQUIRED","UNDERSTANDING PLAYS","BARRANGER","3RD 04","9780205381906"

"THAR 2361","01","REQUIRED","ANTHOLOGY OF LIVING THEATER","WILSON","3RD 08","9780073514130"

"THAR 2361","01","REQUIRED","HISTORY OF THE THEATRE","BROCKETT","10TH 08","9780205511860"

"THAR 2361","01","REQUIRED","SOURCE BOOK IN THEATRICAL HISTORY","NAGLER","52","9780486205151"

"THAR 2361","02","REQUIRED","ANTHOLOGY OF LIVING THEATER","WILSON","3RD 08","9780073514130"

"THAR 2361","02","REQUIRED","HISTORY OF THE THEATRE","BROCKETT","10TH 08","9780205511860"

"THAR 2361","02","REQUIRED","SOURCE BOOK IN THEATRICAL HISTORY","NAGLER","52","9780486205151"

"THAR 3136","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 3153","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 3236","01","REQUIRED","ACTING IN THE MUSICAL","DEER","08","9780415773195"

"THAR 3308","01","REQUIRED","ONE VOICE-W/CD","MELTON","2ND 12","9781577667711"

"THAR 3308","01","REQUIRED","SPEAKING SHAKESPEARE","RODENBURG","02","9781403965400"

"THAR 3324","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 3334","01","REQUIRED","MANAGEMENT+THE ARTS","BYRNES","4TH 09","9780240810041"

"THAR 3336","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 3336","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 3336","04","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 3337","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 3338","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 4150","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 4154","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 4250","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 4342","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 4343","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 4344","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 4346","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"THAR 4350","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

